Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"CTNS-AS1","CTNS Antisense RNA 1","RNA Gene","","20","GC17M086709","2.79253721237183","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTNS-AS1"
"CLDN6","Claudin 6","Protein Coding","P56747","51","GC16M003014","2.79236936569214","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLDN6"
"H4C3","H4 Clustered Histone 3","Protein Coding","P62805","50","GC06P144552","2.7919819355011","https://www.genecards.org/cgi-bin/carddisp.pl?gene=H4C3"
"GPAT3","Glycerol-3-Phosphate Acyltransferase 3","Protein Coding","Q53EU6","49","GC04P083647","2.79078197479248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPAT3"
"SCHIP1","Schwannomin Interacting Protein 1","Protein Coding","P0DPB3","41","GC03P159273","2.7907702922821","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCHIP1"
"TRAPPC10","Trafficking Protein Particle Complex Subunit 10","Protein Coding","P48553","48","GC21P044012","2.78984689712524","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRAPPC10"
"TAF1B","TATA-Box Binding Protein Associated Factor, RNA Polymerase I Subunit B","Protein Coding","Q53T94","45","GC02P009845","2.78736400604248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAF1B"
"HSPA2","Heat Shock Protein Family A (Hsp70) Member 2","Protein Coding","P54652","52","GC14P064535","2.78601813316345","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPA2"
"PCCB","Propionyl-CoA Carboxylase Subunit Beta","Protein Coding","P05166","59","GC03P136250","2.7856912612915","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCCB"
"SPINK7","Serine Peptidase Inhibitor Kazal Type 7","Protein Coding","P58062","44","GC05P148312","2.78556847572327","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPINK7"
"WWC3","WWC Family Member 3","Protein Coding","Q9ULE0","43","GC0XP010015","2.78506231307983","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WWC3"
"WNT7B","Wnt Family Member 7B","Protein Coding","P56706","56","GC22M045920","2.78467106819153","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WNT7B"
"UGT1A3","UDP Glucuronosyltransferase Family 1 Member A3","Protein Coding","P35503","50","GC02P233729","2.78444409370422","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UGT1A3"
"SNRPD2","Small Nuclear Ribonucleoprotein D2 Polypeptide","Protein Coding","P62316","51","GC19M097042","2.78396248817444","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNRPD2"
"NELFE","Negative Elongation Factor Complex Member E","Protein Coding","P18615","45","GC06M031952","2.78337097167969","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NELFE"
"PTDSS1","Phosphatidylserine Synthase 1","Protein Coding","P48651","56","GC08P096261","2.78293919563293","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTDSS1"
"RTCB","RNA 2',3'-Cyclic Phosphate And 5'-OH Ligase","Protein Coding","Q9Y3I0","44","GC22M032387","2.78282332420349","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RTCB"
"PFN2","Profilin 2","Protein Coding","P35080","49","GC03M149964","2.7826976776123","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PFN2"
"LIFR-AS1","LIFR Antisense RNA 1","RNA Gene","","17","GC05P038559","2.78268241882324","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LIFR-AS1"
"FBXL17","F-Box And Leucine Rich Repeat Protein 17","Protein Coding","Q9UF56","45","GC05M107859","2.78179502487183","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBXL17"
"NUCKS1","Nuclear Casein Kinase And Cyclin Dependent Kinase Substrate 1","Protein Coding","Q9H1E3","40","GC01M205712","2.78132057189941","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUCKS1"
"PTPRE","Protein Tyrosine Phosphatase Receptor Type E","Protein Coding","P23469","51","GC10P127907","2.78052377700806","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPRE"
"RAB22A","RAB22A, Member RAS Oncogene Family","Protein Coding","Q9UL26","43","GC20P058309","2.78009939193726","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB22A"
"GDF5","Growth Differentiation Factor 5","Protein Coding","P43026","58","GC20M035433","2.77982091903687","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GDF5"
"INTS4","Integrator Complex Subunit 4","Protein Coding","Q96HW7","44","GC11M129429","2.77940440177917","https://www.genecards.org/cgi-bin/carddisp.pl?gene=INTS4"
"TXNL1","Thioredoxin Like 1","Protein Coding","O43396","48","GC18M056597","2.77939176559448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TXNL1"
"ANAPC7","Anaphase Promoting Complex Subunit 7","Protein Coding","Q9UJX3","47","GC12M110372","2.77854418754578","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANAPC7"
"RNF212","Ring Finger Protein 212","Protein Coding","Q495C1","47","GC04M005242","2.7782678604126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF212"
"PSMG1","Proteasome Assembly Chaperone 1","Protein Coding","O95456","48","GC21M039174","2.77769899368286","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMG1"
"SYT13","Synaptotagmin 13","Protein Coding","Q7L8C5","43","GC11M045240","2.77764940261841","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SYT13"
"RAPGEF1","Rap Guanine Nucleotide Exchange Factor 1","Protein Coding","Q13905","52","GC09M131576","2.777259349823","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAPGEF1"
"TRAT1","T Cell Receptor Associated Transmembrane Adaptor 1","Protein Coding","Q6PIZ9","47","GC03P108823","2.77569890022278","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRAT1"
"OBSCN","Obscurin, Cytoskeletal Calmodulin And Titin-Interacting RhoGEF","Protein Coding","Q5VST9","52","GC01P228208","2.77512788772583","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OBSCN"
"GOT1","Glutamic-Oxaloacetic Transaminase 1","Protein Coding","P17174","58","GC10M099396","2.77476954460144","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GOT1"
"DBI","Diazepam Binding Inhibitor, Acyl-CoA Binding Protein","Protein Coding","P07108","55","GC02P119366","2.77445220947266","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DBI"
"PCDH9","Protocadherin 9","Protein Coding","Q9HC56","53","GC13M066302","2.77435111999512","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCDH9"
"KLKB1","Kallikrein B1","Protein Coding","P03952","59","GC04P186372","2.77422451972961","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLKB1"
"CDC45","Cell Division Cycle 45","Protein Coding","O75419","58","GC22P019479","2.77376818656921","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDC45"
"GCLC","Glutamate-Cysteine Ligase Catalytic Subunit","Protein Coding","P48506","59","GC06M053497","2.77358818054199","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GCLC"
"ATG4B","Autophagy Related 4B Cysteine Peptidase","Protein Coding","Q9Y4P1","55","GC02P241637","2.77312040328979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATG4B"
"FAM3C","FAM3 Metabolism Regulating Signaling Molecule C","Protein Coding","Q92520","50","GC07M121375","2.77290987968445","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM3C"
"UBE2A","Ubiquitin Conjugating Enzyme E2 A","Protein Coding","P49459","58","GC0XP120188","2.77233695983887","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBE2A"
"ETFB","Electron Transfer Flavoprotein Subunit Beta","Protein Coding","P38117","57","GC19M051345","2.77167630195618","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ETFB"
"TK2","Thymidine Kinase 2","Protein Coding","O00142","54","GC16M066508","2.77135729789734","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TK2"
"CAPNS1","Calpain Small Subunit 1","Protein Coding","P04632","54","GC19P122949","2.77088570594788","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAPNS1"
"FAM83H","Family With Sequence Similarity 83 Member H","Protein Coding","Q6ZRV2","48","GC08M143723","2.77007579803467","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM83H"
"LY75","Lymphocyte Antigen 75","Protein Coding","O60449","50","GC02M159803","2.76957082748413","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LY75"
"POC5","POC5 Centriolar Protein","Protein Coding","Q8NA72","46","GC05M075674","2.76929092407227","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POC5"
"TBXAS1","Thromboxane A Synthase 1","Protein Coding","P24557","62","GC07P139777","2.76827359199524","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBXAS1"
"CMA1","Chymase 1","Protein Coding","P23946","56","GC14M027546","2.76749658584595","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CMA1"
"PANK2","Pantothenate Kinase 2","Protein Coding","Q9BZ23","58","GC20P008991","2.76667404174805","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PANK2"
"BABAM1","BRISC And BRCA1 A Complex Member 1","Protein Coding","Q9NWV8","50","GC19P122605","2.76491332054138","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BABAM1"
"SLC43A3","Solute Carrier Family 43 Member 3","Protein Coding","Q8NBI5","43","GC11M128684","2.76340460777283","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC43A3"
"MSRA","Methionine Sulfoxide Reductase A","Protein Coding","Q9UJ68","54","GC08P010054","2.76309084892273","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MSRA"
"PLA2G3","Phospholipase A2 Group III","Protein Coding","Q9NZ20","50","GC22M079182","2.76281046867371","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLA2G3"
"CEP350","Centrosomal Protein 350","Protein Coding","Q5VT06","45","GC01P179955","2.76215815544128","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEP350"
"DNAJC4","DnaJ Heat Shock Protein Family (Hsp40) Member C4","Protein Coding","Q9NNZ3","42","GC11P064230","2.76187109947205","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAJC4"
"CAPN3","Calpain 3","Protein Coding","P20807","60","GC15P042359","2.76169729232788","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAPN3"
"CALML4","Calmodulin Like 4","Protein Coding","Q96GE6","47","GC15M068190","2.76127982139587","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CALML4"
"LINC00671","Long Intergenic Non-Protein Coding RNA 671","RNA Gene","","18","GC17M085239","2.76108264923096","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00671"
"IKBIP","IKBKB Interacting Protein","Protein Coding","Q70UQ0","43","GC12M098613","2.76094007492065","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IKBIP"
"AKAP3","A-Kinase Anchoring Protein 3","Protein Coding","O75969","50","GC12M030597","2.75996160507202","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AKAP3"
"LDLRAP1","Low Density Lipoprotein Receptor Adaptor Protein 1","Protein Coding","Q5SW96","53","GC01P025543","2.75955629348755","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LDLRAP1"
"TOX3","TOX High Mobility Group Box Family Member 3","Protein Coding","O15405","48","GC16M052449","2.7592453956604","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TOX3"
"BTBD3","BTB Domain Containing 3","Protein Coding","Q9Y2F9","47","GC20P011890","2.75850510597229","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BTBD3"
"FAM168A","Family With Sequence Similarity 168 Member A","Protein Coding","Q92567","41","GC11M073400","2.75663781166077","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM168A"
"PIKFYVE","Phosphoinositide Kinase, FYVE-Type Zinc Finger Containing","Protein Coding","Q9Y2I7","62","GC02P208266","2.7564845085144","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIKFYVE"
"RACGAP1","Rac GTPase Activating Protein 1","Protein Coding","Q9H0H5","58","GC12M051491","2.75576019287109","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RACGAP1"
"METTL27","Methyltransferase Like 27","Protein Coding","Q8N6F8","43","GC07M074759","2.7550892829895","https://www.genecards.org/cgi-bin/carddisp.pl?gene=METTL27"
"HNF4G","Hepatocyte Nuclear Factor 4 Gamma","Protein Coding","Q14541","51","GC08P075407","2.75495767593384","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HNF4G"
"CPSF3","Cleavage And Polyadenylation Specific Factor 3","Protein Coding","Q9UKF6","51","GC02P009423","2.75492787361145","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CPSF3"
"BABAM2-AS1","BABAM2 Antisense RNA 1","RNA Gene","","15","GC02M028987","2.75447106361389","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BABAM2-AS1"
"C10orf143","Chromosome 10 Open Reading Frame 143","Protein Coding","A0A1B0GUT2","21","GC10M130020","2.75182318687439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C10orf143"
"MIR525","MicroRNA 525","RNA Gene","","26","GC19P053697","2.75132036209106","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR525"
"MT-ND4L","Mitochondrially Encoded NADH:Ubiquinone Oxidoreductase Core Subunit 4L","Protein Coding","P03901","37","GCMTP010472","2.75089287757874","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-ND4L"
"PAFAH1B1","Platelet Activating Factor Acetylhydrolase 1b Regulatory Subunit 1","Protein Coding","P43034","59","GC17P002593","2.75063562393188","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAFAH1B1"
"SLC6A12-AS1","SLC6A12 Antisense RNA 1","RNA Gene","","14","GC12P000351","2.75061464309692","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC6A12-AS1"
"PHC3","Polyhomeotic Homolog 3","Protein Coding","Q8NDX5","50","GC03M170086","2.75020813941956","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PHC3"
"CEP19","Centrosomal Protein 19","Protein Coding","Q96LK0","45","GC03M196706","2.74722480773926","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEP19"
"MIR153-1","MicroRNA 153-1","RNA Gene","","23","GC02M219294","2.74722051620483","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR153-1"
"RNF14","Ring Finger Protein 14","Protein Coding","Q9UBS8","52","GC05P153635","2.74711990356445","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF14"
"UCN3","Urocortin 3","Protein Coding","Q969E3","47","GC10P005364","2.7466447353363","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UCN3"
"HNRNPH3","Heterogeneous Nuclear Ribonucleoprotein H3","Protein Coding","P31942","47","GC10P068331","2.74651479721069","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HNRNPH3"
"SMC4","Structural Maintenance Of Chromosomes 4","Protein Coding","Q9NTJ3","51","GC03P160399","2.74617671966553","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMC4"
"EIF2A","Eukaryotic Translation Initiation Factor 2A","Protein Coding","Q9BY44","48","GC03P150546","2.74566984176636","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF2A"
"SLC22A16","Solute Carrier Family 22 Member 16","Protein Coding","Q86VW1","48","GC06M110424","2.74474239349365","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC22A16"
"ANP32E","Acidic Nuclear Phosphoprotein 32 Family Member E","Protein Coding","Q9BTT0","41","GC01M150218","2.74466800689697","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANP32E"
"ATPAF2","ATP Synthase Mitochondrial F1 Complex Assembly Factor 2","Protein Coding","Q8N5M1","51","GC17M017977","2.74351048469543","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATPAF2"
"PKHD1L1","PKHD1 Like 1","Protein Coding","Q86WI1","44","GC08P109362","2.74318695068359","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PKHD1L1"
"MRPS22","Mitochondrial Ribosomal Protein S22","Protein Coding","P82650","54","GC03P139005","2.74275016784668","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPS22"
"CHTF8","Chromosome Transmission Fidelity Factor 8","Protein Coding","P0CG13","43","GC16M073466","2.74269771575928","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHTF8"
"TRIM5","Tripartite Motif Containing 5","Protein Coding","Q9C035","53","GC11M012739","2.74219512939453","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIM5"
"PRPF4","Pre-MRNA Splicing Tri-SnRNP Complex Factor PRPF4","Protein Coding","O43172","54","GC09P113275","2.74153256416321","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRPF4"
"VPS51","VPS51 Subunit Of GARP Complex","Protein Coding","Q9UID3","50","GC11P065089","2.73972368240356","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VPS51"
"SLC25A38","Solute Carrier Family 25 Member 38","Protein Coding","Q96DW6","50","GC03P041005","2.73965644836426","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A38"
"LINC01488","Long Intergenic Non-Protein Coding RNA 1488","RNA Gene","","20","GC11P094905","2.73948431015015","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01488"
"AFM","Afamin","Protein Coding","P43652","52","GC04P073481","2.73937392234802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AFM"
"MAGI1","Membrane Associated Guanylate Kinase, WW And PDZ Domain Containing 1","Protein Coding","Q96QZ7","52","GC03M065330","2.73871517181396","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAGI1"
"CNTN4","Contactin 4","Protein Coding","Q8IWV2","54","GC03P002117","2.73821258544922","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNTN4"
"NKD1","NKD Inhibitor Of WNT Signaling Pathway 1","Protein Coding","Q969G9","45","GC16P050548","2.73767590522766","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NKD1"
"PKD1-AS1","PKD1 Antisense RNA 1","RNA Gene","","22","GC16P103828","2.73622512817383","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PKD1-AS1"
"STOM","Stomatin","Protein Coding","P27105","54","GC09M121338","2.73526000976563","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STOM"
"ADSS2","Adenylosuccinate Synthase 2","Protein Coding","P30520","52","GC01M244602","2.73463129997253","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADSS2"
"PTPRU","Protein Tyrosine Phosphatase Receptor Type U","Protein Coding","Q92729","54","GC01P029236","2.73462009429932","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPRU"
"RAD18","RAD18 E3 Ubiquitin Protein Ligase","Protein Coding","Q9NS91","52","GC03M008775","2.73458170890808","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAD18"
"LNCAROD","LncRNA Activating Regulator Of DKK1","RNA Gene","","20","GC10M052455","2.73457860946655","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LNCAROD"
"SOX8","SRY-Box Transcription Factor 8","Protein Coding","P57073","50","GC16P000981","2.73424482345581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOX8"
"PI4KB","Phosphatidylinositol 4-Kinase Beta","Protein Coding","Q9UBF8","56","GC01M151291","2.73414731025696","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PI4KB"
"FRS3","Fibroblast Growth Factor Receptor Substrate 3","Protein Coding","O43559","44","GC06M097327","2.73401665687561","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FRS3"
"ASCC2","Activating Signal Cointegrator 1 Complex Subunit 2","Protein Coding","Q9H1I8","45","GC22M029788","2.73400163650513","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASCC2"
"APPBP2","Amyloid Beta Precursor Protein Binding Protein 2","Protein Coding","Q92624","47","GC17M060443","2.73379302024841","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APPBP2"
"DGKQ","Diacylglycerol Kinase Theta","Protein Coding","P52824","52","GC04M000958","2.7333390712738","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DGKQ"
"GTF3C2","General Transcription Factor IIIC Subunit 2","Protein Coding","Q8WUA4","43","GC02M027325","2.73293781280518","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GTF3C2"
"NAGA","Alpha-N-Acetylgalactosaminidase","Protein Coding","P17050","58","GC22M042058","2.73235535621643","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NAGA"
